file,title,license,license_url,attribution,source
tudor-succession/Media/tudor-henry-viii-portrait.jpg,"Hans Holbein, the Younger, Around 1497-1543 - Portrait of Henry VIII of England - Google Art Project",Public domain,,Google Arts & Culture — bwFsEOEPkei3Lw,https://commons.wikimedia.org/wiki/File:Hans_Holbein%2C_the_Younger%2C_Around_1497-1543_-_Portrait_of_Henry_VIII_of_England_-_Google_Art_Project.jpg
tudor-succession/Media/tudor-edmund-portrait.jpg,Edmund Tudor portrait,Public domain,,https://www.flickr.com/photos/60861613@N00/3408675887/in/set-72157615784799876/,https://commons.wikimedia.org/wiki/File:Edmund_Tudor%2C_1st_Earl_of_Richmond.jpg
tudor-succession/Media/tudor-margaret-beaufort-portrait.jpg,Margaret Beaufort portrait,Public domain,,"one or more third parties have made copyright claims against Wikimedia Commons in relation to the work from which this is sourced or a purely mechanical reproduction thereof . This may be due to recognition of the "" sweat of the brow "" doctrine, allowing works to be eligible for protection through skill and labour, and not purely by originality as is the case in the United States (where this website is hosted). These claims may or may not be valid in all jurisdictions. As such, use of this image in the jurisdiction of the claimant or other countries may be regarded as copyright infringement . Please see Commons:When to use the PD-Art tag for more information.",https://commons.wikimedia.org/wiki/File:Lady_Margaret_Beaufort_from_NPG.jpg
tudor-succession/Media/tudor-edward-iv-portrait.jpg,Edward IV portrait,Public domain,,"from en:Image:Edward4.JPG , uploaded 19:47, 24 December 2002 by Isis",https://commons.wikimedia.org/wiki/File:Edward4.jpg
tudor-succession/Media/tudor-elizabeth-woodville-portrait.jpg,Elizabeth Woodville portrait,Public domain,,Art UK : entry elizabeth-woodville-c-14371492-2nd-foundress-of-queens-college-wife-of-edward-iv-194554,https://commons.wikimedia.org/wiki/File:ElizabethWoodville.JPG
tudor-succession/Media/tudor-henry-vii-portrait.jpg,Henry VII portrait,Public domain,,"one or more third parties have made copyright claims against Wikimedia Commons in relation to the work from which this is sourced or a purely mechanical reproduction thereof . This may be due to recognition of the "" sweat of the brow "" doctrine, allowing works to be eligible for protection through skill and labour, and not purely by originality as is the case in the United States (where this website is hosted). These claims may or may not be valid in all jurisdictions. As such, use of this image in the jurisdiction of the claimant or other countries may be regarded as copyright infringement . Please see Commons:When to use the PD-Art tag for more information.",https://commons.wikimedia.org/wiki/File:Enrique_VII_de_Inglaterra%2C_por_un_artista_an%C3%B3nimo.jpg
tudor-succession/Media/tudor-elizabeth-york-portrait.jpg,Elizabeth of York portrait,Public domain,,"Scanned from the book The National Portrait Gallery History of the Kings and Queens of England by David Williamson, ISBN 1855142287 .",https://commons.wikimedia.org/wiki/File:Elizabeth_of_York_from_Kings_and_Queens_of_England.jpg
tudor-succession/Media/tudor-margaret-portrait.jpg,Margaret Tudor portrait,Public domain,,Royal Collection,https://commons.wikimedia.org/wiki/File:Daniel_Mytens_%28c._1590-1647%29_-_Margaret_Tudor%2C_Queen_of_Scotland_%281489-1541%29_-_RCIN_401181_-_Royal_Collection.jpg
tudor-succession/Media/tudor-mary-portrait.jpg,Mary Tudor portrait,Public domain,,"https://www.meisterdrucke.fr/fine-art-prints/Unknown-artist/1029832/Marie-Tudor,-reine-de-France---Portrait-de-Marie-Tudor-d'Angleterre-(1496-1534),-troisi%C3%A8me-%C3%A9pouse-de-Louis-XII.-Peinture-anonyme-du-XVIe-si%C3%A8cle.-Paris,-Arts-d%C3%A9coratifs.html",https://commons.wikimedia.org/wiki/File:MaryTudor111.jpg
tudor-succession/Media/tudor-catherine-aragon-portrait.jpg,Catherine of Aragon portrait,Public domain,,https://www.pinterest.jp/pin/505669864392796590/,https://commons.wikimedia.org/wiki/File:Catalina_de_Aragon.jpg
tudor-succession/Media/tudor-james-iv-portrait.jpg,James IV of Scotland portrait,Public domain,,NationalGalleries.org,https://commons.wikimedia.org/wiki/File:James_IV_of_Scotland.jpg
tudor-succession/Media/tudor-james-v-portrait.jpg,James V of Scotland portrait,Public domain,,Weiss Gallery Image,https://commons.wikimedia.org/wiki/File:Portrait_of_James_V_of_Scotland_%281512_-_1542%29.jpg
tudor-succession/Media/tudor-anne-boleyn-portrait.jpg,Anne Boleyn portrait,Public domain,,"one or more third parties have made copyright claims against Wikimedia Commons in relation to the work from which this is sourced or a purely mechanical reproduction thereof . This may be due to recognition of the "" sweat of the brow "" doctrine, allowing works to be eligible for protection through skill and labour, and not purely by originality as is the case in the United States (where this website is hosted). These claims may or may not be valid in all jurisdictions. As such, use of this image in the jurisdiction of the claimant or other countries may be regarded as copyright infringement . Please see Commons:When to use the PD-Art tag for more information.",https://commons.wikimedia.org/wiki/File:Anne_boleyn.jpg
tudor-succession/Media/tudor-anne-cleves-portrait.jpg,Anne of Cleves portrait,Public domain,,photo Shonagon 2024-03-15,https://commons.wikimedia.org/wiki/File:Anne_de_Cl%C3%A8ves_-_Hans_Holbein_le_Jeune_-_Mus%C3%A9e_du_Louvre_Peintures_INV_1348_%3B_MR_756_-_version_2.jpg
tudor-succession/Media/tudor-margaret-douglas-portrait.jpg,Margaret Douglas portrait,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Margaret Douglas Countess of Lennox.jpg — Unknown author, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Margaret_Douglas_Countess_of_Lennox.jpg
tudor-succession/Media/tudor-jane-seymour-portrait.jpg,Jane Seymour portrait,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Hans Holbein d. J. 032b.jpg — Unknown author, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Hans_Holbein_d._J._032b.jpg
tudor-succession/Media/tudor-catherine-howard-portrait.jpg,Catherine Howard portrait,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Hans Holbein the Younger - Portrait of a Lady, perhaps Katherine Howard (Royal Collection).JPG — Unknown author, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Hans_Holbein_the_Younger_-_Portrait_of_a_Lady%2C_perhaps_Katherine_Howard_%28Royal_Collection%29.JPG
tudor-succession/Media/tudor-catherine-parr-portrait.jpg,Catherine Parr portrait,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Catherine Parr from NPG.jpg — Unknown author, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Catherine_Parr_from_NPG.jpg
tudor-succession/Media/tudor-elizabeth-blount-portrait.jpg,Elizabeth Blount portrait,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Article-2083826-0f60095a00000578-732 224x423-1.jpg — Anonymous, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Article-2083826-0f60095a00000578-732_224x423-1.jpg
tudor-succession/Media/tudor-mary-i-portrait.jpg,Mary I portrait,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Anthonis Mor 001.jpg — Unknown author, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Anthonis_Mor_001.jpg
tudor-succession/Media/tudor-elizabeth-i-portrait.jpg,Elizabeth I portrait,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Darnley stage 3.jpg — Unknown author, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Darnley_stage_3.jpg
tudor-succession/Media/tudor-louis-xii-portrait.jpg,Louis XII of France portrait,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Louis-xii-roi-de-france.jpg — Unknown author, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Louis-xii-roi-de-france.jpg
tudor-succession/Media/tudor-charles-brandon-portrait.jpg,Charles Brandon portrait,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Charles Brandon Duke of Suffolk.jpg — Unknown author, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Charles_Brandon_Duke_of_Suffolk.jpg
tudor-succession/Media/tudor-frances-brandon-portrait.jpg,Frances Brandon portrait,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Portrait of a Woman, once identified as Frances Brandon - Royal Collection.jpg — Unknown author, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Portrait_of_a_Woman%2C_once_identified_as_Frances_Brandon_-_Royal_Collection.jpg
tudor-succession/Media/tudor-eleanor-brandon-portrait.jpg,Eleanor Brandon portrait,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Portrait of an Unknown Lady Hans Eworth.jpg — Unknown author, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Portrait_of_an_Unknown_Lady_Hans_Eworth.jpg
tudor-succession/Media/tudor-mary-guise-portrait.jpg,Mary of Guise portrait,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Corneille de Lyon - Mary of Guise, 1515 - 1560. Queen of James V - PG 1558 - National Galleries of Scotland.jpg — Unknown author, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Corneille_de_Lyon_-_Mary_of_Guise%2C_1515_-_1560._Queen_of_James_V_-_PG_1558_-_National_Galleries_of_Scotland.jpg
tudor-succession/Media/tudor-mary-scots-portrait.jpg,"Mary, Queen of Scots portrait",Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Mary Queen of Scots Blairs Museum.jpg — Unknown author, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Mary_Queen_of_Scots_Blairs_Museum.jpg
tudor-succession/Media/tudor-matthew-stewart-portrait.jpg,Matthew Stewart portrait,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Memorial to Darnley.jpg — Lieven de Vogeleer, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Memorial_to_Darnley.jpg
tudor-succession/Media/tudor-darnley-portrait.jpg,"Henry Stuart, Lord Darnley portrait",Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Anonymous - Henry Stuart, Lord Darnley, 1545 - 1567. Consort of Mary, Queen of Scots - PG 2279 - National Galleries of Scotland.jpg — Unknown author, Wikimedia Commons, Public domain",https://commons.wikimedia.org/wiki/File:Anonymous_-_Henry_Stuart%2C_Lord_Darnley%2C_1545_-_1567._Consort_of_Mary%2C_Queen_of_Scots_-_PG_2279_-_National_Galleries_of_Scotland.jpg
